City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
364,Mombasa,KE,-4.0547,39.6636,71.58,84,30,9.73,scattered clouds,2022-07-25 01:57:54
365,Makakilo City,US,21.3469,-158.0858,81.01,62,11,17.47,few clouds,2022-07-25 01:57:54
366,Linares,CL,-35.85,-71.6,51.55,92,100,2.46,moderate rain,2022-07-25 01:57:55
367,Czluchow,PL,53.6672,17.3588,56.77,74,54,5.68,broken clouds,2022-07-25 01:57:56
368,Venancio Aires,BR,-29.6064,-52.1919,71.26,93,85,2.37,overcast clouds,2022-07-25 01:57:57
369,Goderich,CA,43.7501,-81.7165,74.91,88,25,14.97,scattered clouds,2022-07-25 01:57:57
370,Margate,GB,51.3813,1.3862,66.9,82,100,3.0,overcast clouds,2022-07-25 01:57:58
371,Pakxe,LA,15.1167,105.7833,83.91,75,24,1.88,few clouds,2022-07-25 01:57:58
372,Tura,IN,25.5198,90.2201,74.26,96,100,2.42,overcast clouds,2022-07-25 01:57:59
373,Marsa Matruh,EG,31.3525,27.2453,77.2,69,0,8.05,clear sky,2022-07-25 01:57:59
374,Manacapuru,BR,-3.2997,-60.6206,81.19,67,95,4.65,overcast clouds,2022-07-25 01:58:00
375,Berdigestyakh,RU,62.0989,126.6992,79.36,46,8,5.79,clear sky,2022-07-25 01:58:00
376,San Patricio,US,28.017,-97.5169,87.84,69,0,15.57,clear sky,2022-07-25 01:54:33
377,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,88,0,4.61,clear sky,2022-07-25 01:58:01
378,Ponta Delgada,PT,37.7333,-25.6667,75.51,94,40,4.61,scattered clouds,2022-07-25 01:58:02
379,Novoagansk,RU,61.9449,76.6625,57.51,72,2,8.48,clear sky,2022-07-25 01:58:02
380,Methoni,GR,36.8197,21.7049,81.21,59,0,13.73,clear sky,2022-07-25 01:58:03
381,Payo,ID,-3.7508,103.6372,79.21,85,99,1.34,overcast clouds,2022-07-25 01:58:03
382,Castelo Do Piaui,BR,-5.3222,-41.5525,83.88,42,94,5.32,overcast clouds,2022-07-25 01:58:04
383,Yelizovo,RU,53.1873,158.3805,55.54,100,100,7.0,overcast clouds,2022-07-25 01:58:04
384,Sept-Iles,CA,50.2001,-66.3821,63.12,94,100,4.61,overcast clouds,2022-07-25 01:58:05
385,Rosarito,MX,32.3333,-117.0333,75.67,76,72,5.61,broken clouds,2022-07-25 01:58:05
386,Codajas,BR,-3.8367,-62.0569,78.37,67,51,2.73,broken clouds,2022-07-25 01:58:06
387,Lake Havasu City,US,34.4839,-114.3224,102.22,25,0,8.05,clear sky,2022-07-25 01:56:33
388,Tabou,CI,4.423,-7.3528,73.69,78,100,5.06,overcast clouds,2022-07-25 01:58:07
389,Bondowoso,ID,-7.9135,113.8214,78.33,54,40,3.22,scattered clouds,2022-07-25 01:58:08
390,Murdochville,CA,48.9583,-65.5006,54.48,96,100,7.52,light rain,2022-07-25 01:58:08
391,Henties Bay,NA,-22.116,14.2845,54.82,86,0,4.05,clear sky,2022-07-25 01:58:09
392,Hakui,JP,36.8833,136.7833,89.69,73,98,1.19,overcast clouds,2022-07-25 01:58:09
393,Binabalian,PH,16.4202,119.9279,84.81,76,41,6.15,scattered clouds,2022-07-25 01:58:10
394,Rawson,AR,-43.3002,-65.1023,41.38,76,70,8.52,broken clouds,2022-07-25 01:55:36
395,Katherine,AU,-14.4667,132.2667,84.52,32,8,8.05,clear sky,2022-07-25 01:58:11
396,Ravar,IR,31.2656,56.8055,84.52,19,0,1.25,clear sky,2022-07-25 01:58:11
397,San Cristobal,VE,7.7669,-72.225,71.78,92,13,2.95,few clouds,2022-07-25 01:56:07
398,Manokwari,ID,-0.8667,134.0833,83.17,71,86,7.0,overcast clouds,2022-07-25 01:58:12
399,Mosquera,CO,4.7059,-74.2302,55.49,94,40,2.3,scattered clouds,2022-07-25 01:53:20
400,Sur,OM,22.5667,59.5289,86.65,66,100,8.43,overcast clouds,2022-07-25 01:58:13
401,Sagada,PH,17.084,120.8996,76.48,53,95,0.96,overcast clouds,2022-07-25 01:58:14
402,Lata,PT,40.1629,-8.3327,56.1,90,1,2.13,clear sky,2022-07-25 01:58:14
403,Sisophon,KH,13.5859,102.9737,83.95,72,48,3.87,scattered clouds,2022-07-25 01:58:15
404,Llanes,ES,43.4198,-4.7549,67.26,84,2,7.16,clear sky,2022-07-25 01:58:16
405,Egvekinot,RU,66.3167,-179.1667,42.93,62,99,1.32,overcast clouds,2022-07-25 01:57:16
406,Suoyarvi,RU,62.0833,32.35,55.51,96,85,6.35,overcast clouds,2022-07-25 01:58:17
407,Mahebourg,MU,-20.4081,57.7,64.69,88,75,3.44,broken clouds,2022-07-25 01:54:26
408,Sao Filipe,CV,14.8961,-24.4956,78.08,83,91,9.95,light rain,2022-07-25 01:58:18
409,Umm Lajj,SA,25.0213,37.2685,82.2,85,100,14.76,overcast clouds,2022-07-25 01:58:19
410,Kulhudhuffushi,MV,6.6221,73.07,80.92,80,54,10.63,broken clouds,2022-07-25 01:58:01
411,Ribeirao Preto,BR,-21.1775,-47.8103,69.8,49,0,5.75,clear sky,2022-07-25 01:58:20
412,Longyearbyen,SJ,78.2186,15.6401,46.24,93,75,8.05,broken clouds,2022-07-25 01:58:20
413,Itacoatiara,BR,-3.1431,-58.4442,77.07,67,12,1.88,few clouds,2022-07-25 01:58:21
414,Abu Dhabi,AE,24.4667,54.3667,91.51,81,0,3.44,clear sky,2022-07-25 01:54:24
415,Ratnagiri,IN,16.9833,73.3,78.66,85,100,8.46,overcast clouds,2022-07-25 01:58:22
416,Lompoc,US,34.6391,-120.4579,72.01,77,100,10.36,overcast clouds,2022-07-25 01:58:22
417,Gat,IL,31.61,34.7642,76.41,100,0,3.44,clear sky,2022-07-25 01:58:23
418,Misratah,LY,32.3754,15.0925,80.85,64,0,8.46,clear sky,2022-07-25 01:58:23
419,Mnogovershinnyy,RU,53.9353,139.9242,74.62,61,9,3.83,light rain,2022-07-25 01:58:24
420,Mikhaylovka,RU,50.06,43.2379,64.71,94,84,4.54,broken clouds,2022-07-25 01:58:25
421,Susanino,RU,58.1461,41.5872,62.67,81,24,2.28,few clouds,2022-07-25 01:58:25
422,Tual,ID,-5.6667,132.75,79.74,85,100,17.13,overcast clouds,2022-07-25 01:58:26
423,Santarem,BR,-2.4431,-54.7083,77.13,100,0,3.44,clear sky,2022-07-25 01:58:27
424,Iracoubo,GF,5.4802,-53.2011,77.88,89,85,8.39,overcast clouds,2022-07-25 01:58:29
425,Korla,CN,41.7597,86.1469,91.36,18,57,21.27,broken clouds,2022-07-25 01:56:52
426,Norsup,VU,-16.0667,167.3833,82.0,76,27,4.0,scattered clouds,2022-07-25 01:58:32
427,Karatau,KZ,43.1667,70.4667,79.54,26,0,3.98,clear sky,2022-07-25 01:58:32
428,Kedrovyy,RU,56.1667,91.8167,55.87,99,100,7.72,light rain,2022-07-25 01:57:17
429,Port-Gentil,GA,-0.7193,8.7815,73.54,76,97,6.78,overcast clouds,2022-07-25 01:58:33
430,Cherskiy,RU,68.75,161.3,63.5,36,7,7.27,clear sky,2022-07-25 01:57:28
431,Svetlogorsk,BY,52.6333,29.7333,55.94,98,11,8.41,few clouds,2022-07-25 01:58:35
432,Hastings,GB,50.8552,0.5729,66.92,89,93,15.03,overcast clouds,2022-07-25 01:58:35
433,Urengoy,RU,65.9667,78.3667,53.22,77,100,18.01,overcast clouds,2022-07-25 01:58:36
434,Sibolga,ID,1.7427,98.7792,79.63,81,97,2.19,overcast clouds,2022-07-25 01:58:36
435,Vila,PT,42.0304,-8.1588,52.68,89,20,2.42,few clouds,2022-07-25 01:58:37
436,Sfantu Gheorghe,RO,45.8667,25.7833,66.92,84,86,1.79,overcast clouds,2022-07-25 01:56:03
437,Talnakh,RU,69.4865,88.3972,58.21,66,100,32.7,overcast clouds,2022-07-25 01:58:39
438,Yanliang,CN,34.6592,109.2292,81.59,57,8,6.11,clear sky,2022-07-25 01:58:39
439,Bambanglipuro,ID,-7.95,110.2833,78.04,63,97,15.61,overcast clouds,2022-07-25 01:58:40
440,Iskateley,RU,67.6803,53.1512,49.24,90,100,14.25,overcast clouds,2022-07-25 01:58:41
441,Atherton,GB,53.5237,-2.4935,62.26,90,82,1.99,broken clouds,2022-07-25 01:58:41
442,Lumeje,AO,-11.55,20.7833,58.8,40,0,5.23,clear sky,2022-07-25 01:58:42
443,Nyrob,RU,60.733,56.7202,58.39,98,93,4.56,overcast clouds,2022-07-25 01:58:42
444,San Lorenzo,PY,-25.3333,-57.5333,79.59,47,0,8.99,clear sky,2022-07-25 01:58:43
445,Varzea Grande,BR,-15.6467,-56.1325,73.27,64,0,0.0,clear sky,2022-07-25 01:58:43
446,Saint-Augustin,CA,51.226,-58.6502,67.19,68,21,6.06,few clouds,2022-07-25 01:57:14
447,Ryotsu,JP,38.0833,138.4333,81.0,67,47,2.77,scattered clouds,2022-07-25 01:58:44
448,Guarapari,BR,-20.6667,-40.4975,66.88,89,4,4.99,clear sky,2022-07-25 01:58:45
449,Fuxin,CN,42.0156,121.6589,83.61,66,99,4.88,overcast clouds,2022-07-25 01:58:45
450,Aborlan,PH,9.4352,118.5492,86.07,68,72,4.68,broken clouds,2022-07-25 01:58:46
451,Puerto El Triunfo,SV,13.2833,-88.55,78.51,76,96,2.93,overcast clouds,2022-07-25 01:58:47
452,Marsabit,KE,2.3284,37.9899,58.33,85,66,18.07,broken clouds,2022-07-25 01:58:47
453,Dunedin,NZ,-45.8742,170.5036,47.89,85,100,12.5,overcast clouds,2022-07-25 01:58:48
454,Garissa,KE,-0.4536,39.6401,70.79,82,49,14.88,scattered clouds,2022-07-25 01:58:48
455,Zhizdra,RU,53.746,34.7395,61.9,97,100,3.47,light rain,2022-07-25 01:58:49
456,Caravelas,BR,-17.7125,-39.2481,69.93,83,100,5.37,overcast clouds,2022-07-25 01:58:49
457,Parintins,BR,-2.6283,-56.7358,76.5,74,7,2.33,clear sky,2022-07-25 01:58:50
458,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.04,84,3,11.92,clear sky,2022-07-25 01:58:51
459,Namibe,AO,-15.1961,12.1522,62.83,87,0,4.81,clear sky,2022-07-25 01:58:51
460,Kruisfontein,ZA,-34.0033,24.7314,50.88,81,69,3.2,broken clouds,2022-07-25 01:58:52
461,Ahipara,NZ,-35.1667,173.1667,62.87,96,100,19.08,overcast clouds,2022-07-25 01:58:52
462,Jamkhandi,IN,16.5167,75.3,73.38,81,100,9.62,overcast clouds,2022-07-25 01:58:53
463,Yining,CN,29.0361,114.5636,93.58,59,49,1.83,scattered clouds,2022-07-25 01:58:53
464,Bethel,US,41.3712,-73.414,84.07,73,95,4.38,overcast clouds,2022-07-25 01:55:29
465,Lefka,CY,35.1106,32.8506,79.23,37,0,0.74,clear sky,2022-07-25 01:58:54
466,Kalmunai,LK,7.4167,81.8167,81.93,67,93,2.08,overcast clouds,2022-07-25 01:58:55
467,Inongo,CD,-1.95,18.2667,66.69,95,78,3.06,light rain,2022-07-25 01:55:30
468,Berlevag,NO,70.8578,29.0864,49.95,87,100,9.22,overcast clouds,2022-07-25 01:58:56
469,Bunbury,AU,-33.3333,115.6333,60.91,68,62,19.1,light rain,2022-07-25 01:58:56
470,Chimore,BO,-16.9833,-65.1333,74.21,71,37,2.8,scattered clouds,2022-07-25 01:58:57
471,Seymchan,RU,62.8833,152.4333,69.17,41,36,2.33,scattered clouds,2022-07-25 01:58:57
472,Dagshai,IN,30.8833,77.05,63.5,89,100,3.22,moderate rain,2022-07-25 01:58:58
473,Christchurch,NZ,-43.5333,172.6333,45.48,93,75,4.61,broken clouds,2022-07-25 01:58:59
474,Maniitsoq,GL,65.4167,-52.9,44.83,82,0,11.43,clear sky,2022-07-25 01:59:00
475,Camacha,PT,33.0833,-16.3333,69.22,83,20,5.75,few clouds,2022-07-25 01:59:00
476,Alekseyevka,RU,50.6309,38.6903,62.94,88,6,4.03,light rain,2022-07-25 01:59:01
477,Lawrenceburg,US,38.0373,-84.8966,83.68,83,76,9.57,broken clouds,2022-07-25 01:58:59
478,Tokur,RU,53.1333,132.9,79.11,44,7,5.5,clear sky,2022-07-25 01:59:02
479,Port Blair,IN,11.6667,92.75,80.64,89,40,2.3,scattered clouds,2022-07-25 01:59:03
480,Aswan,EG,24.0934,32.907,83.5,28,0,6.91,clear sky,2022-07-25 01:57:14
481,Ketchikan,US,55.3422,-131.6461,57.81,98,100,4.79,light rain,2022-07-25 01:59:04
482,Chapais,CA,49.7834,-74.8492,60.58,99,100,7.29,overcast clouds,2022-07-25 01:59:05
483,Poya,NC,-21.35,165.15,77.02,59,1,6.46,clear sky,2022-07-25 01:59:06
484,Temnikov,RU,54.6302,43.2148,64.2,84,100,2.93,overcast clouds,2022-07-25 01:59:06
485,Gobabis,NA,-22.45,18.9667,58.46,46,93,13.06,overcast clouds,2022-07-25 01:59:07
486,Ola,RU,59.5833,151.2833,64.15,78,99,2.17,overcast clouds,2022-07-25 01:59:08
487,Rockhampton,AU,-23.3833,150.5,69.69,60,20,9.22,few clouds,2022-07-25 01:59:09
488,Evensk,RU,61.95,159.2333,62.22,51,9,8.05,clear sky,2022-07-25 01:57:22
489,Pahasu,IN,28.1833,78.05,84.29,66,12,14.81,few clouds,2022-07-25 01:59:10
490,Abnub,EG,27.2696,31.1511,77.22,32,3,9.19,clear sky,2022-07-25 01:59:10
491,Amurzet,RU,47.6967,131.0981,72.54,78,91,5.12,overcast clouds,2022-07-25 01:59:11
492,Aksha,RU,50.2814,113.2867,62.96,92,100,5.03,overcast clouds,2022-07-25 01:59:12
493,Maniwaki,CA,46.3834,-75.966,70.18,94,1,5.75,clear sky,2022-07-25 01:57:11
494,Billings,US,45.7833,-108.5007,70.29,62,100,25.99,overcast clouds,2022-07-25 01:59:14
495,Verkhoyansk,RU,67.5447,133.385,73.42,50,0,2.57,clear sky,2022-07-25 01:59:15
496,San Antero,CO,9.3741,-75.7589,78.51,83,76,4.25,broken clouds,2022-07-25 01:59:15
497,Chato,TZ,-2.6378,31.7669,70.03,50,87,6.96,overcast clouds,2022-07-25 01:59:16
498,Indiaroba,BR,-11.5192,-37.5117,69.46,79,99,4.47,overcast clouds,2022-07-25 01:59:16
499,Kontagora,NG,10.3999,5.4695,71.89,95,100,4.0,overcast clouds,2022-07-25 01:59:17
500,Prainha,BR,-1.8,-53.48,78.22,72,35,2.66,scattered clouds,2022-07-25 01:59:17
501,Aracaju,BR,-10.9111,-37.0717,75.15,64,20,9.22,few clouds,2022-07-25 01:58:51
502,Bandarbeyla,SO,9.4942,50.8122,77.56,71,89,25.41,overcast clouds,2022-07-25 01:59:18
503,Clarksville,US,36.5298,-87.3595,87.33,67,18,6.62,few clouds,2022-07-25 01:57:25
504,Rawah,IQ,34.4816,41.9093,80.19,17,0,10.25,clear sky,2022-07-25 01:59:19
505,Kutum,SD,14.2,24.6667,78.06,53,100,10.4,overcast clouds,2022-07-25 01:59:20
506,Athabasca,CA,54.7169,-113.2854,66.61,65,100,7.58,overcast clouds,2022-07-25 01:59:20
507,Hearst,CA,49.6835,-83.6665,57.45,82,100,4.79,overcast clouds,2022-07-25 01:56:50
508,Foam Lake,CA,51.65,-103.5343,71.62,71,92,5.5,overcast clouds,2022-07-25 01:59:21
509,Villazon,BO,-22.0866,-65.5942,42.71,15,0,2.01,clear sky,2022-07-25 01:59:22
510,Saint-Paul,RE,-21.0096,55.2707,65.35,84,45,1.9,light rain,2022-07-25 01:59:23
511,Dondo,MZ,-19.6094,34.7431,60.31,92,0,3.24,clear sky,2022-07-25 01:59:24
512,Prince Rupert,CA,54.3161,-130.3201,60.89,96,100,14.97,light rain,2022-07-25 01:59:25
513,Winneba,GH,5.3511,-0.6231,72.12,90,12,8.37,few clouds,2022-07-25 01:59:25
514,Richards Bay,ZA,-28.783,32.0377,61.12,52,19,16.78,few clouds,2022-07-25 01:59:26
515,Viedma,AR,-40.8135,-62.9967,45.63,76,100,10.87,overcast clouds,2022-07-25 01:59:26
516,Lamu,KE,-2.2717,40.902,74.66,77,14,16.64,few clouds,2022-07-25 01:59:27
517,Arona,ES,28.0996,-16.681,83.91,63,0,4.61,clear sky,2022-07-25 01:59:28
518,Xichang,CN,27.8964,102.2634,71.38,84,61,1.97,broken clouds,2022-07-25 01:59:29
519,Fukue,JP,32.6881,128.8419,80.96,83,75,4.61,broken clouds,2022-07-25 01:59:30
520,Magadan,RU,59.5667,150.8,63.54,75,99,2.33,overcast clouds,2022-07-25 01:59:31
521,Okmulgee,US,35.6234,-95.9605,95.85,40,0,8.05,clear sky,2022-07-25 01:57:58
522,Medina,SA,24.4686,39.6142,93.63,27,0,11.5,clear sky,2022-07-25 01:57:16
523,Manadhoo,MV,5.7667,73.3833,81.39,76,95,11.43,overcast clouds,2022-07-25 01:59:34
524,Abu Zabad,SD,12.35,29.25,77.05,61,99,11.41,overcast clouds,2022-07-25 01:59:34
525,Panguna,PG,-6.3164,155.4848,83.89,54,30,3.6,light rain,2022-07-25 01:59:35
526,Dingle,PH,10.9995,122.6711,85.24,74,92,0.38,light rain,2022-07-25 01:55:25
527,Lundazi,ZM,-12.2929,33.1782,61.48,64,67,8.77,broken clouds,2022-07-25 01:59:36
528,Ishinomaki,JP,38.4167,141.3,78.8,85,100,1.59,overcast clouds,2022-07-25 01:59:36
529,Buala,SB,-8.145,159.5921,86.22,66,83,7.99,light rain,2022-07-25 01:59:37
530,Rock Sound,BS,24.9,-76.2,82.49,70,1,20.07,clear sky,2022-07-25 01:59:37
531,Kidal,ML,18.4411,1.4078,88.0,39,48,5.03,scattered clouds,2022-07-25 01:59:35
532,Tuy Hoa,VN,13.0833,109.3,85.51,68,10,1.5,clear sky,2022-07-25 01:59:38
533,Oksfjord,NO,70.2396,22.3479,50.18,82,94,5.55,overcast clouds,2022-07-25 01:59:39
534,Siguiri,GN,11.6667,-9.5,71.62,96,100,3.29,light rain,2022-07-25 01:59:39
535,Pochutla,MX,15.7432,-96.4661,76.82,90,87,3.69,overcast clouds,2022-07-25 01:59:40
536,Flin Flon,CA,54.7682,-101.865,64.62,56,100,4.52,overcast clouds,2022-07-25 01:59:40
537,Wattegama,LK,6.7989,81.4808,79.52,70,99,1.99,overcast clouds,2022-07-25 01:59:41
538,Biloela,AU,-24.4167,150.5,69.19,55,0,2.04,clear sky,2022-07-25 01:59:41
539,Mudgee,AU,-32.5943,149.5871,54.79,58,96,3.76,overcast clouds,2022-07-25 01:59:42
540,Bathsheba,BB,13.2167,-59.5167,81.21,92,40,10.36,scattered clouds,2022-07-25 01:59:42
541,Saint-Joseph,RE,-21.3667,55.6167,62.98,75,20,8.12,few clouds,2022-07-25 01:59:43
542,Luwuk,ID,-0.9516,122.7875,83.57,63,89,6.04,overcast clouds,2022-07-25 01:59:45
543,Shunyi,CN,40.125,116.6453,84.15,65,0,2.24,clear sky,2022-07-25 01:59:46
544,Vestmanna,FO,62.1564,-7.1664,47.32,87,75,20.71,broken clouds,2022-07-25 01:59:47
545,Dodge City,US,37.7528,-100.0171,89.22,60,100,11.01,overcast clouds,2022-07-25 01:59:47
546,Butembo,CD,0.15,29.2833,58.95,92,98,1.28,light rain,2022-07-25 01:59:48
547,Okato,NZ,-39.2,173.8833,47.68,90,99,22.01,overcast clouds,2022-07-25 01:59:49
